Hours,Censoring Indicator,Truncation Hours,Truncation Indicator
23250,Right,5814,Left
26700,Right,6149,Left
26702,Right,6150,Left
24421,Failed,6150,Left
21004,Right,5736,Left
21543,Right,6298,Left
19738,Right,6302,Left
21081,Right,5810,Left
22185,Right,6300,Left
25381,Right,5734,Left
28419,Right,6441,Left
21542,Right,6300,Left
19474,Right,6372,Left
19475,Right,6373,Left
18228,Right,5149,Left
21542,Right,6300,Left
26334,Right,5850,Left
23249,Right,5814,Left
21539,Right,6299,Left
11875,Failed,6304,Left
19760,Right,6297,Left
20060,Right,6304,Left
20059,Right,6304,Left
26701,Right,6149,Left
18729,Right,5144,Left
19735,Right,6301,Left
16658,Failed,6300,Left
19263,Right,4862,Left
18472,Right,6742,Left
17008,Failed,6742,Left
20851,Right,3699,Left
26265,Right,5781,Left
13882,Right,1640,Left
18222,Failed,5147,Left
21284,Right,10,Left
20854,Right,3700,Left
21033,Right,5763,Left
18730,Right,5144,Left
13211,Right,969,Left
19472,Right,6371,Left
17328,Failed,6297,Left
26695,Right,6150,Left
15437,Failed,6441,Left
22952,Right,5762,Left
21543,Right,6298,Left
17423,Right,1140,Left
21077,Right,5809,Left
28412,Right,6440,Left
28418,Right,6444,Left
7168,Failed,5809,Left
28420,Right,6441,Left
19734,Right,6300,Left
24407,Failed,6148,Left
10106,Right,1353,Left
19470,Right,6371,Left
23248,Right,5814,Left
22547,Right,5735,Left
17972,Right,5063,Left
25160,Failed,6148,Left
19471,Right,6371,Left
19757,Right,6296,Left
17264,Right,1980,Left
19263,Right,4862,Left
18470,Failed,6741,Left
10914,Right,10,Left
19264,Right,4862,Left
18472,Right,6742,Left
19263,Right,4862,Left
18472,Right,6742,Left
7987,Failed,7002,Left
25820,Right,5764,Left
19266,Right,4863,Left
21006,Right,5737,Left
22094,Right,5812,Left
21077,Right,5809,Left
15076,Failed,5147,Left
27656,Right,5813,Left
15724,Failed,6349,Left
21000,Right,5733,Left
21031,Right,5763,Left
23253,Right,5815,Left
21033,Right,5764,Left
17943,Failed,6742,Left
18401,Failed,6672,Left
16454,Failed,5733,Left
10568,Failed,5149,Left
20852,Right,3699,Left
18078,Right,5172,Left
19481,Failed,3699,Left
18079,Failed,5172,Left
18047,Right,5142,Left
18726,Right,5143,Left
19073,Failed,3699,Left
20849,Right,3698,Left
18727,Right,5143,Left
18081,Right,5173,Left
18226,Right,5149,Left
18221,Right,5146,Left
20852,Right,3700,Left
18224,Right,5148,Left
18727,Right,5143,Left
18078,Right,5172,Left
18082,Right,5173,Left
18082,Right,5173,Left
21148,Right,5879,Left
23252,Right,5815,Left
18728,Right,5144,Left
21149,Right,5879,Left
8312,Right,5173,Left
20852,Right,3699,Left
23252,Right,5815,Left
17921,Failed,5879,Left
21370,Right,3699,Left
18224,Right,5147,Left
23253,Right,5815,Left
7902,Failed,5879,Left
18082,Right,5173,Left
18082,Right,5173,Left
21368,Right,3698,Left
18224,Right,5147,Left
22068,Failed,2328,Left
17970,Right,4896,Left
17999,Failed,4777,Left
18728,Right,5144,Left
18736,Failed,3699,Left
18226,Failed,5149,Left
18511,Right,5701,Left
2477,Failed,1275,Left
215,Right,31,Left
19734,Right,6300,Left
18988,Failed,2003,Left
15407,Right,2150,Left
17117,Right,4041,Left
18473,Failed,6742,Left
16218,Failed,6673,Left
18472,Failed,6742,Left
18403,Right,6672,Left
18472,Failed,6742,Left
18637,Right,7003,Left
12710,Failed,7003,Left
18473,Failed,6742,Left
18636,Failed,7002,Left
17103,Failed,6742,Left
18224,Right,5148,Left
17633,Right,441,Left
13566,Right,1693,Left
18222,Right,5148,Left
18080,Right,5172,Left
17388,Right,2112,Left
18470,Right,6741,Left
17919,Failed,6742,Left
14129,Failed,6742,Left
18472,Failed,6742,Left
16669,Failed,6741,Left
14275,Failed,6673,Left
18469,Failed,6740,Left
18470,Right,6741,Left
18403,Failed,6672,Left
17125,Failed,6741,Left
17342,Failed,6741,Left
18472,Right,6742,Left
18470,Failed,6741,Left
18635,Failed,7002,Left
18473,Right,6742,Left
13908,Failed,5029,Left
17243,Right,2000,Left
17839,Failed,5029,Left
18472,Right,6742,Left
18472,Right,6742,Left
14885,Failed,4019,Left
12077,Failed,1787,Left
17605,Failed,6544,Left
15076,Failed,4716,Left
18470,Right,6741,Left
13144,Failed,6741,Left
18470,Right,6741,Left
18473,Failed,6742,Left
18472,Failed,6742,Left
18472,Right,6742,Left
18634,Right,7002,Left
13600,Failed,6741,Left
20852,Right,3699,Left
23252,Right,5815,Left
18469,Right,6741,Left
18470,Right,6741,Left
9441,Failed,11,Left
18727,Right,5143,Left
21133,Right,5878,Left
14097,Right,969,Left
15572,Failed,5762,Left
17005,Right,4960,Left
19248,Right,4844,Left
18728,Right,5143,Left
18079,Right,5172,Left
18227,Right,5149,Left
21149,Right,5879,Left
18223,Right,5147,Left
18225,Right,5149,Left
19735,Right,6301,Left
18729,Right,5144,Left
16870,Failed,5764,Left
21367,Right,3699,Left
18049,Right,5142,Left
18575,Right,1139,Left
18225,Right,5148,Left
19734,Right,6300,Left
23241,Right,5814,Left
18221,Right,5148,Left
19311,Failed,3699,Left
18729,Right,5144,Left
18224,Right,5148,Left
28753,Right,6280,Left
20828,Right,3698,Left
7563,Failed,5173,Left
23249,Right,5814,Left
20827,Right,3698,Left
21132,Right,5877,Left
21134,Right,5878,Left
22954,Right,5762,Left
21076,Right,5809,Left
4953,Failed,3698,Left
18223,Right,5147,Left
18078,Right,5172,Left
21353,Failed,5814,Left
19479,Failed,3699,Left
28574,Failed,6280,Left
18078,Right,5172,Left
20850,Right,3699,Left
18074,Right,5171,Left
23227,Right,5813,Left
23229,Right,5814,Left
22054,Right,4867,Left
18213,Right,5140,Left
20830,Right,3698,Left
15709,Failed,5877,Left
20316,Failed,5877,Left
14104,Failed,5813,Left
21992,Right,4850,Left
18076,Right,5171,Left
18078,Right,5172,Left
12654,Right,12,Left
20850,Right,3699,Left
18225,Right,5149,Left
18227,Right,5150,Left
18727,Right,5143,Left
18225,Right,5149,Left
19360,Failed,3699,Left
18727,Right,5143,Left
20851,Right,3699,Left
18554,Right,5744,Left
18727,Right,5143,Left
18079,Right,5172,Left
20848,Right,3699,Left
18078,Right,5172,Left
17751,Right,4959,Left
26167,Right,4852,Left
12421,Right,10,Left
23253,Right,5815,Left
16459,Right,177,Left
18081,Right,5173,Left
13345,Right,1305,Left
21147,Right,5878,Left
26336,Right,5850,Left
21032,Right,5763,Left
17969,Failed,4896,Left
17501,Right,4596,Left
19826,Failed,5809,Left
19246,Right,4844,Left
17002,Right,4959,Left
17501,Right,4596,Left
19246,Right,4844,Left
16117,Failed,4844,Left
21991,Right,4850,Left
17502,Right,4597,Left
15873,Failed,4958,Left
1768,Right,14,Left
19219,Right,4862,Left
19264,Right,4862,Left
18557,Right,5745,Left
17609,Failed,4617,Left
21031,Right,5763,Left
24260,Right,4852,Left
19245,Right,4843,Left
19261,Right,4862,Left
6859,Failed,5143,Left
21133,Right,5878,Left
18073,Right,5170,Left
23228,Right,5813,Left
23167,Right,5812,Left
23226,Right,5813,Left
19293,Failed,3698,Left
21132,Right,5877,Left
21131,Right,5877,Left
23215,Right,5813,Left
18215,Right,5143,Left
18510,Right,5701,Left
18606,Failed,5796,Left
22546,Right,5734,Left
21001,Right,5734,Left
662,Failed,12,Left
18554,Right,5744,Left
17748,Right,4958,Left
19921,Failed,5736,Left
21003,Right,5736,Left
22050,Right,4866,Left
17748,Right,4958,Left
12117,Failed,4852,Left
22958,Right,5763,Left
18603,Failed,5764,Left
22956,Right,5763,Left
20293,Right,4852,Left
21035,Right,5764,Left
18608,Right,5797,Left
19263,Right,4862,Left
12255,Right,11,Left
23346,Right,2329,Left
22053,Right,4867,Left
17006,Right,4961,Left
17004,Right,4960,Left
19264,Right,4862,Left
17972,Failed,4896,Left
24375,Right,4867,Left
20100,Right,4883,Left
17610,Right,4618,Left
19249,Right,4844,Left
16901,Failed,5144,Left
17749,Right,4959,Left
10204,Failed,5810,Left
21320,Right,5737,Left
15575,Failed,4664,Left
17972,Right,4897,Left
21992,Right,4850,Left
13510,Failed,5812,Left
17464,Failed,5735,Left
20293,Right,4852,Left
21374,Right,5763,Left
20103,Right,4883,Left
19517,Failed,4849,Left
18609,Right,5797,Left
25553,Right,4665,Left
20998,Right,5732,Left
17397,Failed,5763,Left
22955,Right,5762,Left
22956,Right,5763,Left
21033,Right,5763,Left
18557,Right,5745,Left
22052,Right,4866,Left
21000,Right,5733,Left
18727,Failed,5143,Left
21496,Right,4851,Left
18859,Failed,5733,Left
23174,Failed,4664,Left
17750,Failed,4959,Left
18511,Right,5701,Left
17969,Right,4896,Left
21004,Right,5809,Left
22951,Right,5762,Left
18735,Failed,4866,Left
17969,Right,4896,Left
12240,Failed,4664,Left
22092,Right,5812,Left
19261,Right,4862,Left
25048,Right,4849,Left
21032,Right,5763,Left
22093,Right,5812,Left
17607,Right,4617,Left
7984,Failed,5809,Left
17003,Right,4960,Left
17608,Right,4617,Left
18727,Right,5144,Left
22093,Right,5812,Left
18607,Failed,5797,Left
21033,Right,5764,Left
22051,Right,4866,Left
15132,Failed,4844,Left
21080,Right,5810,Left
4804,Right,18,Left
16638,Right,4357,Left
20999,Right,5732,Left
23476,Right,2774,Left
17611,Failed,4618,Left
22094,Right,5813,Left
17748,Failed,4958,Left
12451,Failed,5812,Left
22093,Right,5812,Left
17427,Right,4524,Left
21004,Right,5736,Left
22955,Right,5763,Left
18728,Right,5144,Left
22957,Right,5763,Left
21033,Right,5763,Left
17607,Right,4617,Left
18557,Right,5745,Left
21035,Right,5764,Left
22955,Right,5763,Left
21034,Right,5764,Left
18956,Failed,5735,Left
21000,Right,5734,Left
21500,Right,4852,Left
21446,Failed,5763,Left
14875,Failed,5810,Left
16310,Failed,4867,Left
22047,Right,4866,Left
17970,Right,4896,Left
17003,Failed,4960,Left
21496,Right,4851,Left
19491,Failed,5763,Left
17970,Right,4896,Left
21992,Right,4850,Left
5205,Failed,4597,Left
17004,Right,4960,Left
19246,Right,4844,Left
19246,Right,4844,Left
21599,Failed,4852,Left
17750,Right,4959,Left
21080,Right,5810,Left
21035,Right,5764,Left
21035,Right,5764,Left
21006,Right,5736,Left
22957,Right,5763,Left
21000,Right,5733,Left
21327,Right,5736,Left
20099,Right,4883,Left
22953,Right,5762,Left
18609,Right,5797,Left
21036,Right,5765,Left
15942,Failed,5701,Left
17528,Failed,5797,Left
22953,Right,5762,Left
21079,Right,5810,Left
21080,Right,5810,Left
17610,Right,4618,Left
18222,Right,5147,Left
17609,Right,4617,Left
22272,Right,5812,Left
20429,Failed,5809,Left
18727,Right,5144,Left
19245,Right,4843,Left
21002,Right,5736,Left
18727,Right,5143,Left
18726,Right,5143,Left
17002,Right,4960,Left
22050,Right,4866,Left
17609,Failed,4617,Left
19262,Right,4862,Left
18729,Right,5144,Left
18727,Right,5143,Left
22954,Right,5762,Left
21033,Right,5764,Left
18607,Right,5797,Left
22092,Right,5812,Left
17749,Right,4958,Left
22954,Right,5762,Left
14262,Failed,5797,Left
19248,Right,4844,Left
21000,Right,5732,Left
21080,Right,5810,Left
17503,Right,4597,Left
15156,Failed,4867,Left
19262,Right,4862,Left
19247,Right,4844,Left
22953,Right,5762,Left
17427,Right,4523,Left
21316,Right,5735,Left
17002,Right,4960,Left
16869,Failed,5763,Left
22954,Right,5762,Left
13084,Failed,4883,Left
14935,Failed,4958,Left
11105,Right,9,Left
24360,Right,2170,Left
17609,Right,4617,Left
11900,Right,1139,Left
13462,Right,5,Left
24360,Right,2170,Left
17520,Right,2288,Left
19340,Right,2267,Left
17916,Failed,2331,Left
21990,Right,4849,Left
17749,Right,4958,Left
17429,Right,4524,Left
25551,Right,4665,Left
26374,Right,4852,Left
23219,Failed,4852,Left
17608,Right,4617,Left
20100,Right,4883,Left
22051,Right,4867,Left
20102,Right,4883,Left
21669,Failed,4852,Left
17750,Right,4959,Left
17500,Right,4596,Left
17970,Right,4896,Left
12724,Failed,4883,Left
17970,Right,4896,Left
17970,Right,4896,Left
19249,Right,4845,Left
22054,Right,4867,Left
17747,Failed,4958,Left
20102,Right,4883,Left
20102,Right,4883,Left
21995,Right,4850,Left
20292,Right,4852,Left
20102,Right,4883,Left
23065,Right,4852,Left
17610,Right,4618,Left
13119,Failed,4850,Left
20292,Right,4852,Left
17750,Right,4959,Left
19247,Right,4844,Left
19728,Failed,4883,Left
17749,Right,4958,Left
22051,Right,4866,Left
19247,Right,4844,Left
17970,Failed,4896,Left
15510,Failed,2112,Left
17388,Right,2112,Left
20101,Right,2111,Left
24251,Right,2109,Left
24250,Right,2108,Left
23346,Right,2329,Left
24247,Right,2108,Left
19800,Right,2111,Left
24250,Right,2109,Left
19799,Right,2111,Left
20099,Right,2111,Left
17517,Right,2287,Left
20099,Right,2111,Left
13250,Failed,4356,Left
24932,Failed,4312,Left
18732,Right,4334,Left
17800,Failed,2329,Left
15175,Failed,4334,Left
23340,Right,2328,Left
17386,Right,2111,Left
17386,Right,2111,Left
17538,Right,2290,Left
23473,Right,2774,Left
24047,Right,1831,Left
10400,Right,12,Left
19521,Right,1828,Left
19339,Right,2268,Left
17594,Failed,2168,Left
13691,Failed,2308,Left
12370,Right,15,Left
23340,Right,2328,Left
17538,Right,2290,Left
19348,Right,2268,Left
15255,Right,2308,Left
19802,Right,2111,Left
23348,Right,2329,Left
19477,Right,2331,Left
19802,Right,2111,Left
22923,Failed,2774,Left
19800,Right,2111,Left
19802,Right,2111,Left
5284,Failed,2267,Left
15252,Right,2306,Left
24252,Right,2109,Left
17655,Failed,2109,Left
17086,Failed,2267,Left
24250,Right,2108,Left
3527,Failed,18,Left
11298,Failed,2108,Left
24250,Right,2108,Left
23475,Right,2774,Left
10669,Failed,2268,Left
23473,Right,2774,Left
19447,Right,2309,Left
23472,Right,2774,Left
19340,Right,2267,Left
17023,Failed,2773,Left
24251,Right,2109,Left
19346,Right,2267,Left
14727,Failed,2328,Left
18886,Failed,2268,Left
24362,Right,2148,Left
22801,Right,2311,Left
10399,Right,12,Left
17371,Right,2111,Left
15250,Right,2306,Left
10532,Failed,2267,Left
15250,Right,2306,Left
19458,Right,2333,Left
5400,Right,72,Left
15409,Failed,2168,Left
17516,Right,2288,Left
23775,Right,2108,Left
15250,Right,2306,Left
1742,Right,15,Left
23454,Right,2774,Left
24361,Right,2168,Left
23319,Right,2328,Left
22710,Failed,2773,Left
23319,Right,2328,Left
15250,Right,2305,Left
15252,Right,2306,Left
19338,Right,2267,Left
19768,Right,2110,Left
19459,Right,2332,Left
3362,Right,73,Left
19771,Right,2110,Left
1769,Right,14,Left
17536,Right,2290,Left
23473,Right,2774,Left
15255,Right,2307,Left
24362,Right,2147,Left
15255,Right,2307,Left
22022,Failed,2329,Left
19454,Right,2311,Left
23340,Right,2328,Left
19454,Right,2309,Left
20317,Failed,2328,Left
23471,Right,2774,Left
19799,Right,2111,Left
16074,Failed,2328,Left
24359,Right,2168,Left
7623,Failed,2110,Left
18519,Failed,2108,Left
20486,Failed,2328,Left
19771,Right,2110,Left
17519,Right,2288,Left
22407,Failed,2108,Left
15249,Right,2305,Left
19337,Right,2267,Left
19459,Failed,2110,Left
15249,Right,2306,Left
17361,Right,2111,Left
16028,Failed,2267,Left
23341,Right,2329,Left
17537,Right,2289,Left
22561,Failed,2774,Left
19346,Right,2267,Left
24362,Right,2146,Left
17537,Right,2289,Left
19047,Right,2111,Left
19456,Right,2311,Left
23475,Right,2774,Left
23472,Right,2774,Left
24249,Right,2108,Left
23340,Right,2329,Left
17537,Right,2290,Left
19454,Right,2309,Left
23345,Right,2329,Left
19346,Right,2267,Left
3137,Right,15,Left
24215,Right,2109,Left
20098,Right,2111,Left
2346,Right,17,Left
23472,Right,2774,Left
24362,Right,2146,Left
19346,Right,2267,Left
17373,Right,2111,Left
19458,Right,2333,Left
19458,Right,2333,Left
15250,Right,2306,Left
23292,Right,2111,Left
17372,Right,2111,Left
17755,Right,2111,Left
17373,Right,2111,Left
15251,Right,2307,Left
19321,Right,2267,Left
23319,Right,2328,Left
20060,Right,2110,Left
23473,Right,2774,Left
17387,Right,2111,Left
19803,Right,2111,Left
17387,Right,2112,Left
24249,Right,2109,Left
15249,Right,2306,Left
23319,Right,2328,Left
24230,Right,2108,Left
19345,Right,2267,Left
23472,Right,2774,Left
15253,Right,2307,Left
23471,Right,2774,Left
15254,Right,2307,Left
22204,Right,2332,Left
17373,Right,2111,Left
15015,Failed,2108,Left
10897,Right,73,Left
22311,Failed,2108,Left
14728,Failed,2328,Left
19767,Right,2110,Left
19770,Right,2110,Left
9762,Right,8,Left
19346,Right,2267,Left
15250,Right,2306,Left
23317,Right,2328,Left
15249,Right,2306,Left
19459,Right,2332,Left
11760,Right,10,Left
24351,Right,3512,Left
7330,Right,110,Left
24336,Right,2143,Left
17516,Right,2287,Left
17519,Right,2287,Left
24334,Right,2145,Left
24334,Right,2145,Left
17499,Right,2287,Left
17515,Right,2287,Left
13063,Right,9,Left
5348,Failed,8,Left
18948,Right,8,Left
13586,Right,12,Left
7907,Right,322,Left
18628,Right,5365,Left
10378,Right,9,Left
23231,Right,11187,Left
19417,Right,5014,Left
23232,Failed,11188,Left
18607,Failed,7546,Left
23299,Failed,11189,Left
23317,Failed,11275,Left
17732,Right,4824,Left
19432,Failed,12206,Left
18463,Failed,7401,Left
23248,Right,11204,Left
23417,Right,11375,Left
22771,Failed,10727,Left
22810,Right,10767,Left
20695,Failed,9555,Left
19346,Right,4943,Left
17894,Right,10,Left
21236,Right,8856,Left
10253,Right,13,Left
13081,Failed,10041,Left
14219,Right,10,Left
22513,Right,5319,Left
22955,Failed,10910,Left
18928,Right,4526,Left
10741,Right,9,Left
21267,Right,8886,Left
20651,Right,7718,Left
19264,Right,4864,Left
23113,Failed,11068,Left
13354,Failed,11204,Left
22308,Right,10074,Left
21234,Right,8855,Left
19117,Right,7909,Left
14012,Right,7,Left
14275,Failed,8744,Left
17717,Right,9219,Left
28532,Failed,12206,Left
21236,Right,8856,Left
21237,Right,8856,Left
21238,Right,8856,Left
23228,Failed,11186,Left
23357,Failed,11189,Left
23269,Right,11226,Left
23266,Failed,11186,Left
10827,Failed,5559,Left
21673,Right,8741,Left
23020,Right,10039,Left
23232,Failed,11188,Left
8102,Failed,13,Left
23233,Right,11190,Left
23229,Right,11186,Left
16302,Failed,11186,Left
19746,Right,7211,Left
21385,Right,8855,Left
21234,Right,8855,Left
21234,Failed,8855,Left
14346,Right,11191,Left
20829,Right,7714,Left
21235,Right,8855,Left
21237,Failed,8856,Left
21237,Right,8856,Left
21237,Right,8856,Left
20063,Failed,8856,Left
21234,Right,8855,Left
19249,Failed,8855,Left
17900,Failed,8856,Left
23231,Failed,11189,Left
22459,Failed,11186,Left
11996,Right,8855,Left
21234,Right,8855,Left
21236,Right,8856,Left
17668,Failed,8870,Left
21236,Right,8856,Left
10513,Failed,9193,Left
21238,Right,8856,Left
21237,Right,8856,Left
11997,Right,8856,Left
21290,Right,8855,Left
19963,Failed,8856,Left
14407,Failed,8855,Left
16988,Failed,11188,Left
23296,Failed,11251,Left
18243,Failed,10041,Left
17990,Failed,4863,Left
15158,Failed,9950,Left
21234,Right,8855,Left
21236,Failed,8855,Left
21348,Failed,8856,Left
22185,Right,9950,Left
17828,Failed,8856,Left
21237,Right,8856,Left
19327,Failed,8856,Left
22084,Failed,9035,Left
18768,Failed,7398,Left
16518,Failed,8855,Left
13834,Failed,8855,Left
21234,Right,8855,Left
24516,Right,9200,Left
23233,Failed,11189,Left
21235,Right,8855,Left
19559,Failed,11189,Left
23231,Right,11187,Left
23247,Failed,11188,Left
21235,Right,8855,Left
15350,Right,12206,Left
23233,Failed,11189,Left
21237,Right,8856,Left
13204,Failed,5166,Left
19288,Failed,8855,Left
21237,Right,8856,Left
20837,Right,9083,Left
11966,Right,9,Left
12751,Right,296,Left
17268,Right,4477,Left
12148,Right,776,Left
18060,Right,4476,Left
18978,Right,2696,Left
370,Failed,9,Left
11842,Right,10,Left
10588,Failed,323,Left
17940,Right,6732,Left
13683,Right,1305,Left
22705,Failed,4691,Left
8711,Right,1138,Left
15400,Right,8,Left
10418,Failed,3369,Left
21149,Right,5879,Left
19740,Right,6306,Left
16442,Right,3510,Left
14940,Right,2998,Left
21180,Right,8246,Left
23174,Right,6732,Left
18472,Right,4717,Left
7497,Right,8,Left
23249,Right,5814,Left
9485,Failed,10,Left
12082,Right,10,Left
10398,Right,36,Left
10877,Right,105,Left
14745,Right,3010,Left
13639,Failed,6037,Left
16686,Right,5053,Left
18929,Right,4526,Left
18060,Right,4476,Left
21150,Right,5879,Left
11396,Right,10,Left
24439,Right,5814,Left
21147,Right,5878,Left
12147,Right,776,Left
13120,Right,5,Left
19339,Right,4938,Left
21439,Right,7666,Left
18947,Right,7,Left
21832,Right,4691,Left
23276,Failed,6281,Left
9344,Failed,11,Left
14940,Right,2998,Left
20919,Right,3765,Left
28754,Right,6280,Left
28755,Right,6281,Left
10592,Right,9,Left
12232,Right,10,Left
15288,Right,3010,Left
174,Right,12,Left
13909,Right,1668,Left
13462,Right,2697,Left
16805,Failed,4213,Left
8988,Right,5851,Left
16541,Failed,14,Left
19319,Right,4930,Left
19738,Right,6302,Left
28760,Right,6281,Left
19738,Failed,6302,Left
28759,Right,6281,Left
19758,Right,6297,Left
23248,Right,5814,Left
16542,Failed,3698,Left
26312,Right,5849,Left
13091,Right,849,Left
21150,Right,5879,Left
19736,Right,6301,Left
26332,Right,5849,Left
26693,Right,6149,Left
21542,Right,6298,Left
20058,Right,6303,Left
19759,Right,6297,Left
19758,Right,6297,Left
17976,Right,5065,Left
19473,Right,6372,Left
21540,Right,6297,Left
19473,Right,6372,Left
28417,Right,6444,Left
17566,Failed,6149,Left
21538,Right,6297,Left
17338,Failed,6303,Left
17977,Failed,5067,Left
21542,Right,6298,Left
17978,Right,5068,Left
19759,Right,6297,Left
20057,Right,6303,Left
19758,Failed,6297,Left
19474,Right,6372,Left
7288,Failed,6444,Left
20059,Right,6304,Left
20060,Right,6304,Left
19474,Right,6372,Left
19473,Right,6372,Left
26336,Right,5850,Left
26336,Right,5851,Left
26336,Right,5851,Left
21542,Right,6298,Left
21542,Right,6300,Left
20059,Right,6304,Left
21542,Right,6298,Left
21542,Right,6298,Left
26701,Right,6149,Left
16859,Failed,6445,Left
19758,Right,6297,Left
19265,Right,4863,Left
19473,Right,6372,Left
19758,Right,6297,Left
19472,Right,6372,Left
12411,Right,177,Left
19755,Right,6296,Left
6412,Failed,5067,Left
17857,Right,4946,Left
20059,Right,6304,Left
19760,Right,6297,Left
17976,Right,5065,Left
26694,Right,6150,Left
17976,Right,5065,Left
20059,Right,6304,Left
16006,Failed,5067,Left
20059,Right,6303,Left
26694,Right,6150,Left
20059,Right,6304,Left
19758,Right,6297,Left
21541,Right,6298,Left
21542,Right,6298,Left
19474,Right,6372,Left
13169,Failed,6299,Left
14892,Failed,6149,Left
11712,Failed,5879,Left
17241,Failed,6303,Left
20060,Failed,6304,Left
17170,Failed,6304,Left
20058,Failed,6304,Left
19473,Right,6372,Left
19473,Right,6372,Left
28421,Right,6444,Left
28421,Right,6445,Left
14275,Right,9,Left
20058,Right,6303,Left
21540,Right,6297,Left
21538,Right,6297,Left
20057,Right,6303,Left
28416,Right,6440,Left
20060,Right,6304,Left
20058,Right,6303,Left
17978,Right,5067,Left
19758,Right,6297,Left
28422,Right,6445,Left
9288,Right,6150,Left
28420,Right,6444,Left
28416,Right,6441,Left
17976,Right,5066,Left
20060,Right,6304,Left
19474,Right,6372,Left
26699,Right,6149,Left
19475,Right,6372,Left
26693,Right,6149,Left
26265,Right,5780,Left
19474,Right,6372,Left
19758,Right,6297,Left
19760,Right,6297,Left
20060,Right,6303,Left
19474,Right,6372,Left
26265,Right,5781,Left
17978,Right,5067,Left
28422,Right,6445,Left
20058,Right,6303,Left
17977,Right,5067,Left
28421,Right,6444,Left
28420,Right,6444,Left
19474,Right,6372,Left
21542,Right,6298,Left
19474,Right,6372,Left
17981,Right,5070,Left
17975,Right,5065,Left
26690,Right,6149,Left
17978,Right,5068,Left
19474,Right,6372,Left
19758,Right,6297,Left
28423,Right,6445,Left
17399,Failed,6150,Left
15193,Failed,6300,Left
18727,Right,5144,Left
11198,Failed,6148,Left
28422,Right,6445,Left
18185,Failed,6149,Left
17978,Right,5068,Left
26701,Right,6149,Left
21542,Right,6298,Left
19473,Right,6372,Left
19473,Right,6372,Left
17856,Right,4946,Left
17964,Right,5053,Left
21541,Right,6298,Left
17978,Right,5068,Left
23249,Right,5814,Left
17977,Right,5067,Left
17975,Right,5066,Left
20059,Right,6304,Left
20060,Failed,6304,Left
17518,Failed,6149,Left
20059,Right,6304,Left
19472,Right,6372,Left
20058,Right,6303,Left
19471,Right,6372,Left
23249,Right,5814,Left
10830,Failed,9,Left
21540,Right,6297,Left
11152,Failed,6149,Left
25516,Failed,6150,Left
26690,Right,6149,Left
21540,Right,6299,Left
26691,Right,6149,Left
19756,Right,6297,Left
19758,Right,6297,Left
19472,Right,6371,Left
17978,Right,5067,Left
26700,Right,6149,Left
26700,Right,6149,Left
19756,Right,6296,Left
28418,Right,6444,Left
21539,Right,6297,Left
17976,Right,5067,Left
19474,Right,6372,Left
21541,Right,6298,Left
21541,Right,6298,Left
19759,Right,6297,Left
17975,Right,5065,Left
21147,Right,5879,Left
17976,Right,5066,Left
19472,Right,6371,Left
19759,Right,6297,Left
8991,Failed,6296,Left
20060,Right,6304,Left
26701,Right,6149,Left
28419,Right,6444,Left
19738,Right,6302,Left
26262,Right,5780,Left
22117,Failed,6149,Left
20059,Right,6303,Left
20671,Failed,5781,Left
17976,Failed,5067,Left
28422,Right,6445,Left
19758,Right,6297,Left
21726,Failed,6150,Left
19474,Right,6372,Left
19756,Right,6296,Left
17831,Right,4920,Left
19758,Right,6297,Left
13169,Failed,6297,Left
13171,Failed,6300,Left
21131,Right,5877,Left
23227,Right,5813,Left
11927,Failed,3698,Left
15533,Right,2625,Left
21445,Right,5879,Left
28729,Right,6279,Left
26333,Right,5850,Left
13947,Failed,1137,Left
18281,Failed,2328,Left
20851,Right,3699,Left
15885,Right,13,Left
21149,Right,5879,Left
23252,Right,5815,Left
26928,Failed,6281,Left
6207,Failed,4931,Left
23253,Right,5815,Left
19737,Failed,6301,Left
23249,Right,5814,Left
18076,Right,5171,Left
23250,Right,5814,Left
19727,Right,6300,Left
19321,Right,4930,Left
13376,Failed,6279,Left
19434,Right,2309,Left
18718,Right,5143,Left
23227,Right,5813,Left
20827,Right,3698,Left
21762,Right,5879,Left
18079,Right,5172,Left
21145,Right,5878,Left
18227,Right,5149,Left
26334,Right,5850,Left
19434,Right,2308,Left
17372,Right,2111,Left
18471,Failed,6741,Left
18469,Failed,6741,Left
18471,Failed,6742,Left
18470,Right,6741,Left
18473,Right,6742,Left
17678,Failed,2108,Left
20792,Failed,1139,Left
19384,Failed,3699,Left
18227,Right,5150,Left
11024,Failed,12,Left
6153,Right,3011,Left
2944,Failed,2108,Left
20853,Right,3699,Left
18082,Right,5173,Left
12509,Right,1138,Left
28753,Right,6280,Left
21368,Right,3700,Left
18726,Right,5143,Left
20848,Right,3699,Left
23246,Right,5814,Left
18049,Right,5142,Left
9229,Failed,3699,Left
23396,Failed,6280,Left
7910,Failed,3699,Left
23247,Right,5814,Left
18228,Right,5150,Left
21149,Right,5879,Left
18082,Right,5173,Left
19735,Right,6301,Left
28754,Right,6280,Left
21144,Right,5878,Left
21144,Right,5878,Left
21145,Right,5878,Left
21367,Right,3700,Left
23249,Right,5814,Left
18221,Right,5146,Left
28753,Right,6280,Left
18080,Right,5173,Left
18221,Right,5146,Left
28753,Right,6280,Left
26327,Right,5849,Left
23253,Right,5815,Left
